input,init_output,learned_output
12.837838,12.878315,12.878313
12.852853,12.89069,12.890684
12.867867,12.902752,12.902742
12.882883,12.91453,12.9145155
12.897898,12.926047,12.926029
12.912913,12.937338,12.937316
12.927928,12.948433,12.948406
12.942943,12.959363,12.9593315
12.957958,12.970163,12.970126
12.972973,12.9808655,12.9808235
12.9879875,12.991506,12.991459
13.003003,13.002118,13.002066
13.018018,13.012737,13.012679
13.033033,13.023398,13.0233345
13.048048,13.034136,13.034066
13.063063,13.044983,13.044908
13.078078,13.055976,13.055893
13.093093,13.067144,13.067057
13.1081085,13.078523,13.078427
13.123123,13.090139,13.090038
13.138138,13.102027,13.101918
13.153153,13.114212,13.114096
13.168168,13.1267185,13.126596
13.183183,13.139574,13.139442
13.198198,13.152797,13.152659
13.213213,13.166409,13.166264
13.228229,13.180424,13.180272
13.243243,13.194857,13.194696
13.258258,13.209715,13.209548
13.273273,13.225008,13.2248335
13.288288,13.240735,13.240553
13.303304,13.256896,13.256707
13.318318,13.273483,13.273288
13.333333,13.290488,13.290285
13.348349,13.307896,13.307687
13.363363,13.3256855,13.325471
13.378378,13.343835,13.343615
13.3933935,13.362318,13.362094
13.408408,13.381103,13.380873
13.423424,13.400154,13.399921
13.438438,13.419433,13.419197
13.453453,13.438898,13.43866
13.468469,13.458509,13.458268
13.483483,13.478217,13.477975
13.498499,13.497978,13.497735
13.513514,13.517742,13.5175
13.528528,13.537462,13.537221
13.543544,13.5570965,13.556856
13.558558,13.5765915,13.576353
13.573573,13.595909,13.595674
13.588589,13.615006,13.614775
13.603603,13.633843,13.6336155
13.618619,13.652386,13.652162
13.633634,13.6706,13.670382
13.648648,13.688458,13.688244
13.663664,13.705938,13.70573
13.6786785,13.723019,13.7228155
13.693694,13.739683,13.739487
13.708709,13.755921,13.755732
13.723723,13.771727,13.7715435
13.738739,13.787096,13.78692
13.753754,13.802031,13.801861
13.768768,13.816536,13.816372
13.783784,13.830622,13.830465
13.798799,13.844297,13.844148
13.813814,13.857583,13.85744
13.828829,13.870493,13.870357
13.843843,13.88305,13.882919
13.858859,13.895278,13.895153
13.873874,13.907202,13.907082
13.888889,13.918848,13.918735
13.903904,13.930246,13.93014
13.918919,13.941429,13.941326
13.933934,13.952425,13.952328
13.948949,13.963268,13.963175
13.9639635,13.973991,13.973903
13.978979,13.984629,13.984545
13.993994,13.995216,13.995134
14.009009,14.005785,14.005707
14.024024,14.016372,14.016296
14.039039,14.02701,14.026939
14.054054,14.037736,14.037667
14.069069,14.04858,14.048514
14.0840845,14.05958,14.059515
14.099099,14.070762,14.0707
14.114114,14.082161,14.082102
14.129129,14.093807,14.09375
14.144144,14.105728,14.105671
14.159159,14.1179495,14.117894
14.174174,14.130499,14.130444
14.189189,14.143394,14.143343
14.204205,14.156662,14.156609
14.219219,14.170313,14.170261
14.234234,14.184365,14.184315
14.249249,14.19883,14.198779
14.264264,14.213712,14.213661
14.27928,14.229017,14.228968
14.294294,14.244744,14.244695
14.309309,14.260889,14.260839
14.324325,14.277445,14.277395
14.339339,14.2943945,14.294345
14.354354,14.311724,14.311674
14.3693695,14.32941,14.329359
14.384384,14.3474245,14.347375
14.3994,14.36574,14.36569
14.414414,14.38432,14.384271
14.429429,14.403128,14.403078
14.444445,14.422121,14.422071
14.459459,14.4412565,14.441208
14.474475,14.460487,14.460439
14.48949,14.479765,14.479717
14.504504,14.499041,14.498993
14.51952,14.518265,14.518217
14.534534,14.537386,14.537338
14.549549,14.5563545,14.556308
14.564565,14.575124,14.575079
14.579579,14.593646,14.593601
14.594595,14.611878,14.611835
14.60961,14.629776,14.629734
14.624624,14.647304,14.647263
14.63964,14.664425,14.664385
14.6546545,14.6811075,14.681068
14.66967,14.697325,14.697288
14.684685,14.713053,14.7130165
14.699699,14.72827,14.728234
14.714715,14.742963,14.742929
14.72973,14.757118,14.757086
14.744744,14.770726,14.770695
14.75976,14.783785,14.783755
14.774775,14.796291,14.796263
14.78979,14.808247,14.80822
14.804805,14.819654,14.819629
14.819819,14.8305235,14.830499
14.834835,14.840862,14.840838
14.84985,14.850679,14.850657
14.864865,14.859991,14.85997
14.87988,14.868809,14.86879
14.894895,14.87715,14.877131
14.90991,14.885029,14.885012
14.924925,14.892464,14.8924465
14.9399395,14.899471,14.899455
14.954955,14.906069,14.9060545
14.96997,14.912275,14.912262
14.984985,14.918108,14.918096
15.0,14.923586,14.923573
