input,init_output,learned_output
12.627627,12.663442,12.663456
12.642643,12.681453,12.681468
12.657658,12.699094,12.699108
12.672672,12.716343,12.716356
12.687688,12.733184,12.733198
12.7027025,12.749602,12.749616
12.717718,12.765593,12.765605
12.732733,12.781146,12.781158
12.747747,12.796265,12.796276
12.762763,12.810954,12.810965
12.777778,12.825219,12.82523
12.792792,12.839071,12.839082
12.807808,12.852527,12.852537
12.822823,12.865601,12.86561
12.837838,12.878315,12.878324
12.852853,12.89069,12.8906975
12.867867,12.902752,12.90276
12.882883,12.91453,12.914536
12.897898,12.926047,12.926054
12.912913,12.937338,12.937345
12.927928,12.948433,12.948439
12.942943,12.959363,12.959369
12.957958,12.970163,12.970169
12.972973,12.9808655,12.98087
12.9879875,12.991506,12.991509
13.003003,13.002118,13.002123
13.018018,13.012737,13.012741
13.033033,13.023398,13.023402
13.048048,13.034136,13.034139
13.063063,13.044983,13.044986
13.078078,13.055976,13.055978
13.093093,13.067144,13.067146
13.1081085,13.078523,13.078525
13.123123,13.090139,13.090141
13.138138,13.102027,13.102028
13.153153,13.114212,13.114212
13.168168,13.1267185,13.126719
13.183183,13.139574,13.139574
13.198198,13.152797,13.152797
13.213213,13.166409,13.166409
13.228229,13.180424,13.180424
13.243243,13.194857,13.194856
13.258258,13.209715,13.209715
13.273273,13.225008,13.225007
13.288288,13.240735,13.240734
13.303304,13.256896,13.256895
13.318318,13.273483,13.273481
13.333333,13.290488,13.290486
13.348349,13.307896,13.307894
13.363363,13.3256855,13.325683
13.378378,13.343835,13.343833
13.3933935,13.362318,13.362316
13.408408,13.381103,13.3811
13.423424,13.400154,13.400152
13.438438,13.419433,13.419431
13.453453,13.438898,13.438896
13.468469,13.458509,13.458507
13.483483,13.478217,13.478214
13.498499,13.497978,13.497974
13.513514,13.517742,13.517739
13.528528,13.537462,13.53746
13.543544,13.5570965,13.557093
13.558558,13.5765915,13.57659
13.573573,13.595909,13.595907
13.588589,13.615006,13.615004
13.603603,13.633843,13.633841
13.618619,13.652386,13.652384
13.633634,13.6706,13.670598
13.648648,13.688458,13.688457
13.663664,13.705938,13.705936
13.6786785,13.723019,13.723017
13.693694,13.739683,13.739681
13.708709,13.755921,13.755919
13.723723,13.771727,13.771725
13.738739,13.787096,13.787095
13.753754,13.802031,13.802029
13.768768,13.816536,13.816536
13.783784,13.830622,13.830622
13.798799,13.844297,13.844297
13.813814,13.857583,13.857583
13.828829,13.870493,13.870494
13.843843,13.88305,13.883051
13.858859,13.895278,13.895279
13.873874,13.907202,13.907202
13.888889,13.918848,13.91885
13.903904,13.930246,13.930248
13.918919,13.941429,13.941431
13.933934,13.952425,13.952427
13.948949,13.963268,13.96327
13.9639635,13.973991,13.973994
13.978979,13.984629,13.9846325
13.993994,13.995216,13.995219
14.009009,14.005785,14.005789
14.024024,14.016372,14.016376
14.039039,14.02701,14.027015
14.054054,14.037736,14.037741
14.069069,14.04858,14.048586
14.0840845,14.05958,14.059584
14.099099,14.070762,14.070767
14.114114,14.082161,14.082168
14.129129,14.093807,14.093815
14.144144,14.105728,14.105735
14.159159,14.1179495,14.117957
14.174174,14.130499,14.1305065
14.189189,14.143394,14.143404
14.204205,14.156662,14.15667
14.219219,14.170313,14.170322
14.234234,14.184365,14.184375
14.249249,14.19883,14.19884
14.264264,14.213712,14.213722
14.27928,14.229017,14.229029
14.294294,14.244744,14.244757
14.309309,14.260889,14.260902
14.324325,14.277445,14.277457
14.339339,14.2943945,14.294408
14.354354,14.311724,14.311737
14.3693695,14.32941,14.329424
14.384384,14.3474245,14.347439
14.3994,14.36574,14.365755
14.414414,14.38432,14.384335
14.429429,14.403128,14.403143
14.444445,14.422121,14.422136
14.459459,14.4412565,14.441271
14.474475,14.460487,14.460503
14.48949,14.479765,14.47978
14.504504,14.499041,14.499056
14.51952,14.518265,14.51828
14.534534,14.537386,14.537401
14.549549,14.5563545,14.55637
14.564565,14.575124,14.575139
14.579579,14.593646,14.59366
14.594595,14.611878,14.611893
14.60961,14.629776,14.629791
14.624624,14.647304,14.647318
14.63964,14.664425,14.664438
14.6546545,14.6811075,14.681121
14.66967,14.697325,14.697338
14.684685,14.713053,14.713064
14.699699,14.72827,14.728282
14.714715,14.742963,14.742975
14.72973,14.757118,14.757129
14.744744,14.770726,14.770738
14.75976,14.783785,14.783796
14.774775,14.796291,14.796301
14.78979,14.808247,14.808256
14.804805,14.819654,14.819664
14.819819,14.8305235,14.830532
14.834835,14.840862,14.84087
14.84985,14.850679,14.850687
14.864865,14.859991,14.859999
14.87988,14.868809,14.868816
14.894895,14.87715,14.877156
14.90991,14.885029,14.8850355
14.924925,14.892464,14.892469
14.9399395,14.899471,14.899477
14.954955,14.906069,14.906075
14.96997,14.912275,14.912281
14.984985,14.918108,14.918114
15.0,14.923586,14.92359
